#organism	nchr	16Scopynum	nprot	nprot_withfunc	taxonomy
Staphylococcus_aureus_JKD6008_uid159855	1	5	2679	1383	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Staphylococcaceae;g:Staphylococcus;s:aureus
Nostoc_PCC_7120_uid57803	1	4	5365	2016	k:Bacteria;p:Cyanobacteria;c:undef;o:Nostocales;f:Nostocaceae;g:Nostoc;s:undef
Methylobacterium_populi_BJ001_uid58937	1	5	5314	2194	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Methylobacteriaceae;g:Methylobacterium;s:populi
Bifidobacterium_adolescentis_ATCC_15703_uid58559	1	5	1632	877	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Bifidobacteriales;f:Bifidobacteriaceae;g:Bifidobacterium;s:adolescentis
Mycoplasma_hominis_ATCC_23114_uid41875	1	2	523	338	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:hominis
Leptospira_interrogans_serovar_Copenhageni_Fiocruz_L1_130_uid58065	2	2	3667	1196	k:Bacteria;p:Spirochaetes;c:Spirochaetia;o:undef;f:Leptospiraceae;g:Leptospira;s:interrogans
Cytophaga_hutchinsonii_ATCC_33406_uid57651	1	3	3785	1404	k:Bacteria;p:Bacteroidetes;c:Cytophagia;o:Cytophagales;f:Cytophagaceae;g:Cytophaga;s:hutchinsonii
Mesotoga_prima_MesG1_Ag_4_2_uid52599	1	2	2572	1185	k:Bacteria;p:Thermotogae;c:Thermotogae;o:Kosmotogales;f:Kosmotogaceae;g:Mesotoga;s:prima
Clostridium__sticklandii_uid59585	1	6	2573	1307	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Peptostreptococcaceae;g:Clostridium;s:sticklandii
Marinobacter_hydrocarbonoclasticus_ATCC_49840_uid162203	1	3	3784	1901	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Alteromonadales;f:Alteromonadaceae;g:Marinobacter;s:hydrocarbonoclasticus
Alicycliphilus_denitrificans_BC_uid49953	1	3	4330	2184	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Alicycliphilus;s:denitrificans
Candidatus_Uzinura_diaspidicola_ASNER_uid186740	1	1	227	209	k:Bacteria;p:Bacteroidetes;c:Flavobacteriia;o:Flavobacteriales;f:undef;g:Uzinura;s:diaspidicola
Francisella_noatunensis_orientalis_Toba_04_uid164779	1	1	1595	915	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Thiotrichales;f:Francisellaceae;g:Francisella;s:noatunensis
Methanosarcina_acetivorans_C2A_uid57879	1	3	4540	1712	k:Archaea;p:Euryarchaeota;c:Methanomicrobia;o:Methanosarcinales;f:Methanosarcinaceae;g:Methanosarcina;s:acetivorans
Desulfurivibrio_alkaliphilus_AHT2_uid49487	1	2	2620	1351	k:Bacteria;p:Proteobacteria;c:Deltaproteobacteria;o:Desulfobacterales;f:Desulfobulbaceae;g:Desulfurivibrio;s:alkaliphilus
Anaplasma_marginale_Maries_uid57629	1	1	948	575	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rickettsiales;f:Anaplasmataceae;g:Anaplasma;s:marginale
Streptococcus_pyogenes_NZ131_uid59035	1	6	1700	1047	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:pyogenes
Methanobrevibacter_smithii_ATCC_35061_uid58827	1	2	1793	905	k:Archaea;p:Euryarchaeota;c:Methanobacteria;o:Methanobacteriales;f:Methanobacteriaceae;g:Methanobrevibacter;s:smithii
Akkermansia_muciniphila_ATCC_BAA_835_uid58985	1	3	2138	993	k:Bacteria;p:Verrucomicrobia;c:Verrucomicrobiae;o:Verrucomicrobiales;f:Akkermansiaceae;g:Akkermansia;s:muciniphila
Propionibacterium_freudenreichii_shermanii_CIRM_BIA1_uid49535	1	2	2326	1142	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Propionibacteriales;f:Propionibacteriaceae;g:Propionibacterium;s:freudenreichii
Mycobacterium_bovis_BCG_Mexico_uid86889	1	1	3951	1564	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacterium;s:bovis
Alcanivorax_dieselolei_B5_uid176364	1	2	4417	2093	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Oceanospirillales;f:Alcanivoracaceae;g:Alcanivorax;s:dieselolei
Staphylococcus_aureus_JKD6159_uid159691	1	5	2554	1380	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Staphylococcaceae;g:Staphylococcus;s:aureus
Mycoplasma_putrefaciens_Mput9231_uid198525	1	2	667	413	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:putrefaciens
Haemophilus_influenzae_10810_uid86647	1	5	1903	1325	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pasteurellales;f:Pasteurellaceae;g:Haemophilus;s:influenzae
Methanoculleus_bourgensis_MS2_uid171377	1	1	2618	1071	k:Archaea;p:Euryarchaeota;c:Methanomicrobia;o:Methanomicrobiales;f:Methanomicrobiaceae;g:Methanoculleus;s:bourgensis
Arthrobacter_phenanthrenivorans_Sphe3_uid63629	1	4	3843	1637	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Micrococcales;f:Micrococcaceae;g:Arthrobacter;s:phenanthrenivorans
Caldisphaera_lagunensis_DSM_15908_uid183486	1	1	1478	753	k:Archaea;p:Crenarchaeota;c:Thermoprotei;o:Acidilobales;f:Caldisphaeraceae;g:Caldisphaera;s:lagunensis
Escherichia_coli_042_uid161985	1	7	4800	2976	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Escherichia;s:coli
Leptospirillum_ferrooxidans_C2_3_uid158171	1	3	2417	1100	k:Bacteria;p:Nitrospirae;c:Nitrospira;o:Nitrospirales;f:Nitrospiraceae;g:Leptospirillum;s:ferrooxidans
Geobacillus_HH01_uid188479	1	10	3459	1810	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae;g:Geobacillus;s:undef
Citrobacter_rodentium_ICC168_uid43089	1	7	4796	2990	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Citrobacter;s:rodentium
Coriobacterium_glomerans_PW2_uid65787	1	2	1768	1029	k:Bacteria;p:Actinobacteria;c:Coriobacteriia;o:Coriobacteriales;f:Coriobacteriaceae;g:Coriobacterium;s:glomerans
Shewanella_baltica_OS223_uid58775	1	10	4245	2213	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Alteromonadales;f:Shewanellaceae;g:Shewanella;s:baltica
Bifidobacterium_animalis_lactis_Bi_07_uid163693	1	4	1597	843	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Bifidobacteriales;f:Bifidobacteriaceae;g:Bifidobacterium;s:animalis
Riemerella_anatipestifer_ATCC_11845___DSM_15868_uid159857	1	3	1941	878	k:Bacteria;p:Bacteroidetes;c:Flavobacteriia;o:Flavobacteriales;f:Flavobacteriaceae;g:Riemerella;s:anatipestifer
Coprothermobacter_proteolyticus_DSM_5265_uid59253	1	2	1482	823	k:Bacteria;p:Firmicutes;c:Clostridia;o:Thermoanaerobacterales;f:Thermodesulfobiaceae;g:Coprothermobacter;s:proteolyticus
Saprospira_grandis_Lewin_uid89375	1	3	4195	993	k:Bacteria;p:Bacteroidetes;c:Sphingobacteriia;o:Sphingobacteriales;f:Saprospiraceae;g:Saprospira;s:grandis
Roseobacter_litoralis_Och_149_uid54719	1	1	4311	1975	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhodobacterales;f:Rhodobacteraceae;g:Roseobacter;s:litoralis
Rhodopseudomonas_palustris_CGA009_uid62901	1	2	4813	2438	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Bradyrhizobiaceae;g:Rhodopseudomonas;s:palustris
Acidianus_hospitalis_W1_uid66875	1	1	2329	879	k:Archaea;p:Crenarchaeota;c:Thermoprotei;o:Sulfolobales;f:Sulfolobaceae;g:Acidianus;s:hospitalis
Oligotropha_carboxidovorans_OM5_uid72795	1	1	3341	1693	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Bradyrhizobiaceae;g:Oligotropha;s:carboxidovorans
Candidatus_Sulcia_muelleri_GWSS_uid58943	1	1	227	202	k:Bacteria;p:Bacteroidetes;c:Flavobacteriia;o:Flavobacteriales;f:undef;g:Sulcia;s:muelleri
Alteromonas_macleodii__Deep_ecotype__uid58251	1	5	3965	1529	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Alteromonadales;f:Alteromonadaceae;g:Alteromonas;s:macleodii
Thermotoga_neapolitana_DSM_4359_uid59065	1	1	1937	1180	k:Bacteria;p:Thermotogae;c:Thermotogae;o:Thermotogales;f:Thermotogaceae;g:Thermotoga;s:neapolitana
Corynebacterium_diphtheriae_BH8_uid84311	1	5	2361	1124	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Corynebacteriaceae;g:Corynebacterium;s:diphtheriae
Tetragenococcus_halophilus_uid74441	1	5	2555	1311	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Enterococcaceae;g:Tetragenococcus;s:halophilus
Listeria_monocytogenes_L312_uid175768	1	6	2821	1535	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Listeriaceae;g:Listeria;s:monocytogenes
Bdellovibrio_bacteriovorus_Tiberius_uid182482	1	2	3738	1327	k:Bacteria;p:Proteobacteria;c:Deltaproteobacteria;o:Bdellovibrionales;f:Bdellovibrionaceae;g:Bdellovibrio;s:bacteriovorus
Lactobacillus_casei_ATCC_334_uid57985	1	5	2744	1133	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Lactobacillus;s:casei
Anaerobaculum_mobile_DSM_13181_uid168323	1	2	2017	1202	k:Bacteria;p:Synergistetes;c:Synergistia;o:Synergistales;f:Synergistaceae;g:Anaerobaculum;s:mobile
Saccharopolyspora_erythraea_NRRL_2338_uid62947	1	4	7197	2681	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Pseudonocardiales;f:Pseudonocardiaceae;g:Saccharopolyspora;s:erythraea
Leptospirillum_ferriphilum_ML_04_uid175904	1	2	2471	1028	k:Bacteria;p:Nitrospirae;c:Nitrospira;o:Nitrospirales;f:Nitrospiraceae;g:Leptospirillum;s:ferriphilum
Erwinia_Ejp617_uid159955	1	7	3600	2101	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Erwinia;s:undef
Xanthomonas_oryzae_MAFF_311018_uid58547	1	2	4372	1926	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Xanthomonadales;f:Xanthomonadaceae;g:Xanthomonas;s:oryzae
Halothiobacillus_neapolitanus_c2_uid41317	1	2	2357	1455	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Chromatiales;f:Halothiobacillaceae;g:Halothiobacillus;s:neapolitanus
Lacinutrix_5H_3_7_4_uid68067	1	2	2967	1180	k:Bacteria;p:Bacteroidetes;c:Flavobacteriia;o:Flavobacteriales;f:Flavobacteriaceae;g:Lacinutrix;s:undef
Microlunatus_phosphovorus_NM_1_uid68055	1	1	5338	1864	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Propionibacteriales;f:Propionibacteriaceae;g:Microlunatus;s:phosphovorus
Yersinia_pestis_biovar_Microtus_91001_uid58037	1	7	3889	2334	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Yersinia;s:pestis
Sphingopyxis_alaskensis_RB2256_uid58351	1	1	3165	798	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Sphingomonadales;f:Sphingomonadaceae;g:Sphingopyxis;s:alaskensis
Enterococcus_casseliflavus_EC20_uid55693	1	5	3114	1616	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Enterococcaceae;g:Enterococcus;s:casseliflavus
Advenella_kashmirensis_WT001_uid80859	1	2	3873	1666	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Alcaligenaceae;g:Advenella;s:kashmirensis
Escherichia_coli_E24377A_uid58395	1	7	4749	2968	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Escherichia;s:coli
Vibrio_parahaemolyticus_BB22OP_uid184822	2	11	4447	2399	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Vibrionales;f:Vibrionaceae;g:Vibrio;s:parahaemolyticus
Helicobacter_pylori_OK113_uid193715	1	2	1520	903	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales;f:Helicobacteraceae;g:Helicobacter;s:pylori
Rickettsia_australis_Cutlack_uid158039	1	1	1239	647	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rickettsiales;f:Rickettsiaceae;g:Rickettsia;s:australis
Desulfotomaculum_carboxydivorans_CO_1_SRB_uid67317	1	8	2657	1365	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Peptococcaceae;g:Desulfotomaculum;s:carboxydivorans
Mycoplasma_bovis_HB0801_uid168665	1	2	814	379	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:bovis
Gramella_forsetii_KT0803_uid58881	1	3	3584	1524	k:Bacteria;p:Bacteroidetes;c:Flavobacteriia;o:Flavobacteriales;f:Flavobacteriaceae;g:Gramella;s:forsetii
Mycobacterium_gilvum_Spyr1_uid61403	1	2	5130	1870	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacterium;s:gilvum
Lactobacillus_reuteri_SD2112_uid55357	1	6	2246	1017	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Lactobacillus;s:reuteri
Candidatus_Accumulibacter_phosphatis_clade_IIA_UW_1_uid59207	1	2	4326	1986	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:undef;f:undef;g:Accumulibacter;s:phosphatis
Terriglobus_roseus_DSM_18391_uid168183	1	2	4245	1593	k:Bacteria;p:Acidobacteria;c:Acidobacteriia;o:Acidobacteriales;f:Acidobacteriaceae;g:Terriglobus;s:roseus
Candidatus_Koribacter_versatilis_Ellin345_uid58479	1	1	4777	1588	k:Bacteria;p:Acidobacteria;c:Acidobacteriia;o:Acidobacteriales;f:Acidobacteriaceae;g:Koribacter;s:versatilis
Methanocella_arvoryzae_MRE50_uid61623	1	3	3089	1215	k:Archaea;p:Euryarchaeota;c:Methanomicrobia;o:Methanocellales;f:Methanocellaceae;g:Methanocella;s:arvoryzae
Methanoplanus_petrolearius_DSM_11571_uid52695	1	2	2785	1152	k:Archaea;p:Euryarchaeota;c:Methanomicrobia;o:Methanomicrobiales;f:Methanomicrobiaceae;g:Methanolacinia;s:petrolearia
Methanococcus_maripaludis_S2_uid58035	1	3	1722	1042	k:Archaea;p:Euryarchaeota;c:Methanococci;o:Methanococcales;f:Methanococcaceae;g:Methanococcus;s:maripaludis
Mycoplasma_gallisepticum_NC96_1596_4_2P_uid172626	1	2	771	385	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:gallisepticum
Bifidobacterium_animalis_lactis_DSM_10140_uid59357	1	4	1565	889	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Bifidobacteriales;f:Bifidobacteriaceae;g:Bifidobacterium;s:animalis
Stackebrandtia_nassauensis_DSM_44728_uid46663	1	2	6379	1942	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Glycomycetales;f:Glycomycetaceae;g:Stackebrandtia;s:nassauensis
Neisseria_meningitidis_H44_76_uid162083	1	4	1961	1155	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Neisseriales;f:Neisseriaceae;g:Neisseria;s:meningitidis
Pyrococcus_yayanosii_CH1_uid68281	1	1	1865	888	k:Archaea;p:Euryarchaeota;c:Thermococci;o:Thermococcales;f:Thermococcaceae;g:Pyrococcus;s:yayanosii
Anaeromyxobacter_dehalogenans_2CP_C_uid58135	1	2	4346	1811	k:Bacteria;p:Proteobacteria;c:Deltaproteobacteria;o:Myxococcales;f:Anaeromyxobacteraceae;g:Anaeromyxobacter;s:dehalogenans
Bibersteinia_trehalosi_192_uid193709	1	6	2250	1470	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pasteurellales;f:Pasteurellaceae;g:Bibersteinia;s:trehalosi
Helicobacter_pylori_B38_uid59415	1	2	1382	899	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales;f:Helicobacteraceae;g:Helicobacter;s:pylori
Escherichia_coli__BL21_Gold_DE3_pLysS_AG__uid59245	1	7	4228	2896	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Escherichia;s:coli
Maricaulis_maris_MCS10_uid58689	1	2	3063	1363	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhodobacterales;f:Hyphomonadaceae;g:Maricaulis;s:maris
Bacillus_cereus_ATCC_10987_uid57673	1	12	5603	2398	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae;g:Bacillus;s:cereus
Enterobacter_cloacae_dissolvens_SDM_uid168997	1	8	4542	2886	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Enterobacter;s:cloacae
Candidatus_Tremblaya_princeps_PCIT_uid68741	1	2	121	114	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:undef;f:undef;g:Tremblaya;s:princeps
Corynebacterium_glutamicum_ATCC_13032_uid57905	1	6	2993	1454	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Corynebacteriaceae;g:Corynebacterium;s:glutamicum
Bacteroides_helcogenes_P_36_108_uid62135	1	5	3244	1207	k:Bacteria;p:Bacteroidetes;c:Bacteroidia;o:Bacteroidales;f:Bacteroidaceae;g:Bacteroides;s:helcogenes
Methanobacterium_SWAN_1_uid67359	1	3	2397	1036	k:Archaea;p:Euryarchaeota;c:Methanobacteria;o:Methanobacteriales;f:Methanobacteriaceae;g:Methanobacterium;s:paludis
Streptococcus_pneumoniae_70585_uid59125	1	4	2202	1179	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:pneumoniae
Borrelia_duttonii_Ly_uid58791	1	1	820	539	k:Bacteria;p:Spirochaetes;c:Spirochaetia;o:Spirochaetales;f:Borreliaceae;g:Borrelia;s:duttonii
Sulfolobus_islandicus_HVE10_4_uid162067	1	1	2720	1049	k:Archaea;p:Crenarchaeota;c:Thermoprotei;o:Sulfolobales;f:Sulfolobaceae;g:Sulfolobus;s:islandicus
Paludibacter_propionicigenes_WB4_uid60725	1	3	3020	1262	k:Bacteria;p:Bacteroidetes;c:Bacteroidia;o:Bacteroidales;f:Porphyromonadaceae;g:Paludibacter;s:propionicigenes
Chlamydia_trachomatis_D_SotonD5_uid196773	1	2	891	526	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:trachomatis
Ethanoligenens_harbinense_YUAN_3_uid46255	1	3	2701	1288	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Ruminococcaceae;g:Ethanoligenens;s:harbinense
Thermincola_potens_JR_uid48823	1	3	2949	1409	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Peptococcaceae;g:Thermincola;s:potens
Listeria_monocytogenes_Finland_1998_uid54443	1	6	2762	1566	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Listeriaceae;g:Listeria;s:monocytogenes
Listeria_monocytogenes_08_5923_uid43727	1	5	2966	1609	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Listeriaceae;g:Listeria;s:monocytogenes
Haloarcula_marismortui_ATCC_43049_uid57719	2	3	3415	1291	k:Archaea;p:Euryarchaeota;c:Halobacteria;o:Halobacteriales;f:Halobacteriaceae;g:Haloarcula;s:marismortui
Escherichia_coli_KO11FL_uid52593	1	7	4533	2968	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Escherichia;s:coli
Thiobacillus_denitrificans_ATCC_25259_uid58189	1	2	2827	1578	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Hydrogenophilales;f:Hydrogenophilaceae;g:Thiobacillus;s:denitrificans
Escherichia_coli_O55_H7_CB9615_uid46655	1	7	5010	3033	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Escherichia;s:coli
Mycoplasma_bovis_PG45_uid60859	1	2	765	402	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:bovis
Helicobacter_pylori_F32_uid161139	1	2	1489	910	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales;f:Helicobacteraceae;g:Helicobacter;s:pylori
Bifidobacterium_bifidum_PRL2010_uid59883	1	3	1706	889	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Bifidobacteriales;f:Bifidobacteriaceae;g:Bifidobacterium;s:bifidum
Methanococcoides_burtonii_DSM_6242_uid58023	1	3	2273	1095	k:Archaea;p:Euryarchaeota;c:Methanomicrobia;o:Methanosarcinales;f:Methanosarcinaceae;g:Methanococcoides;s:burtonii
Leadbetterella_byssophila_DSM_17132_uid60161	1	3	3465	1311	k:Bacteria;p:Bacteroidetes;c:Cytophagia;o:Cytophagales;f:Cytophagaceae;g:Leadbetterella;s:byssophila
Sulfolobus_islandicus_M_16_4_uid58841	1	1	2735	1076	k:Archaea;p:Crenarchaeota;c:Thermoprotei;o:Sulfolobales;f:Sulfolobaceae;g:Sulfolobus;s:islandicus
Haloterrigena_turkmenica_DSM_5511_uid43501	1	3	3739	1311	k:Archaea;p:Euryarchaeota;c:Halobacteria;o:Natrialbales;f:Natrialbaceae;g:Haloterrigena;s:turkmenica
Bacteroides_fragilis_638R_uid84217	1	6	4290	1358	k:Bacteria;p:Bacteroidetes;c:Bacteroidia;o:Bacteroidales;f:Bacteroidaceae;g:Bacteroides;s:fragilis
Mycoplasma_pulmonis_UAB_CTIP_uid61569	1	1	782	450	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:pulmonis
Bradyrhizobium_S23321_uid158167	1	1	6892	2698	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Bradyrhizobiaceae;g:Bradyrhizobium;s:undef
Bacillus_weihenstephanensis_KBAB4_uid58315	1	14	5155	2362	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae;g:Bacillus;s:weihenstephanensis
Dehalococcoides_mccartyi_DCMB5_uid190184	1	1	1477	743	k:Bacteria;p:Chloroflexi;c:Dehalococcoidia;o:Dehalococcoidales;f:Dehalococcoidaceae;g:Dehalococcoides;s:mccartyi
Acinetobacter_ADP1_uid61597	1	7	3307	1845	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Moraxellaceae;g:Acinetobacter;s:undef
Nitrobacter_hamburgensis_X14_uid58293	1	1	3804	1525	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Bradyrhizobiaceae;g:Nitrobacter;s:hamburgensis
Mycoplasma_suis_Illinois_uid61897	1	1	845	233	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:suis
Lactobacillus_helveticus_H10_uid162017	1	4	1953	918	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Lactobacillus;s:helveticus
Bacillus_subtilis_168_uid57675	1	10	4175	2214	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae;g:Bacillus;s:subtilis
Streptococcus_dysgalactiae_equisimilis_ATCC_12394_uid161979	1	5	2055	1077	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:dysgalactiae
Chlamydia_trachomatis_A2497_uid159993	1	2	981	526	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:trachomatis
Cellvibrio_japonicus_Ueda107_uid59139	1	3	3750	1833	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Pseudomonadaceae;g:Cellvibrio;s:japonicus
Carboxydothermus_hydrogenoformans_Z_2901_uid57821	1	4	2620	1286	k:Bacteria;p:Firmicutes;c:Clostridia;o:Thermoanaerobacterales;f:Thermoanaerobacteraceae;g:Carboxydothermus;s:hydrogenoformans
Methanococcus_voltae_A3_uid49529	1	2	1717	959	k:Archaea;p:Euryarchaeota;c:Methanococci;o:Methanococcales;f:Methanococcaceae;g:Methanococcus;s:voltae
Chlamydia_trachomatis_434_Bu_uid61633	1	2	885	550	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:trachomatis
Catenulispora_acidiphila_DSM_44928_uid59077	1	3	8913	2564	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Catenulisporales;f:Catenulisporaceae;g:Catenulispora;s:acidiphila
Rhodospirillum_centenum_SW_uid58805	1	4	4003	1879	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhodospirillales;f:Rhodospirillaceae;g:Rhodospirillum;s:centenum
Pseudovibrio_FO_BEG1_uid82373	1	6	5069	2202	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhodobacterales;f:Rhodobacteraceae;g:Pseudovibrio;s:undef
Candidatus_Rickettsia_amblyommii_GAT_30V_uid156845	1	1	1298	640	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rickettsiales;f:Rickettsiaceae;g:Rickettsia;s:amblyommii
Rhodospirillum_rubrum_F11_uid162149	1	4	3878	1942	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhodospirillales;f:Rhodospirillaceae;g:Rhodospirillum;s:rubrum
Synechocystis_PCC_6803_uid159873	1	2	3170	1660	k:Bacteria;p:Cyanobacteria;c:undef;o:Chroococcales;f:undef;g:Synechocystis;s:undef
Bacillus_subtilis_XF_1_uid189187	1	9	3853	2004	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae;g:Bacillus;s:subtilis
Propionibacterium_acnes_6609_uid162137	1	3	2348	1188	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Propionibacteriales;f:Propionibacteriaceae;g:Propionibacterium;s:acnes
